"Continente","Pais","Departamento","Ciudad","Population"
"Europe","Hungary","Györ-Moson-Sopron","Györ","127119"
"Europe","Hungary","Szabolcs-Szatmár-Ber","Nyiregyháza","112419"
"Europe","Hungary","Bács-Kiskun","Kecskemét","105606"
"Europe","Hungary","Fejér","Székesfehérvár","105119"
"Asia","Indonesia","Jakarta Raya","Jakarta","9604900"
"Asia","Indonesia","East Java","Surabaya","2663820"
"Asia","Indonesia","West Java","Bandung","2429000"
"Asia","Indonesia","Sumatera Utara","Medan","1843919"
"Asia","Indonesia","Sumatera Selatan","Palembang","1222764"
"Asia","Indonesia","West Java","Tangerang","1198300"
"Asia","Indonesia","Central Java","Semarang","1104405"
"Asia","Indonesia","Sulawesi Selatan","Ujung Pandang","1060257"
"Asia","Indonesia","East Java","Malang","716862"
"Asia","Indonesia","Lampung","Bandar Lampung","680332"
"Asia","Indonesia","West Java","Bekasi","644300"
"Asia","Indonesia","Sumatera Barat","Padang","534474"
"Asia","Indonesia","Central Java","Surakarta","518600"
"Asia","Indonesia","Kalimantan Selatan","Banjarmasin","482931"
"Asia","Indonesia","Riau","Pekan Baru","438638"
"Asia","Indonesia","Bali","Denpasar","435000"
"Asia","Indonesia","Yogyakarta","Yogyakarta","418944"
"Asia","Indonesia","Kalimantan Barat","Pontianak","409632"
"Asia","Indonesia","Kalimantan Timur","Samarinda","399175"
"Asia","Indonesia","Jambi","Jambi","385201"
"Asia","Indonesia","West Java","Depok","365200"
"Asia","Indonesia","West Java","Cimahi","344600"
"Asia","Indonesia","Kalimantan Timur","Balikpapan","338752"
"Asia","Indonesia","Sulawesi Utara","Manado","332288"
"Asia","Indonesia","Nusa Tenggara Barat","Mataram","306600"
"Asia","Indonesia","Central Java","Pekalongan","301504"
"Asia","Indonesia","Central Java","Tegal","289744"
"Asia","Indonesia","West Java","Bogor","285114"
"Asia","Indonesia","West Java","Ciputat","270800"
"Asia","Indonesia","West Java","Pondokgede","263200"
"Asia","Indonesia","West Java","Cirebon","254406"
"Asia","Indonesia","East Java","Kediri","253760"
"Asia","Indonesia","Molukit","Ambon","249312"
"Asia","Indonesia","East Java","Jember","218500"
"Asia","Indonesia","Central Java","Cilacap","206900"
"Asia","Indonesia","West Java","Cimanggis","205100"
"Asia","Indonesia","Sumatera Utara","Pematang Siantar","203056"
"Asia","Indonesia","Central Java","Purwokerto","202500"
"Asia","Indonesia","West Java","Ciomas","187400"
"Asia","Indonesia","West Java","Tasikmalaya","179800"
"Asia","Indonesia","East Java","Madiun","171532"
"Asia","Indonesia","Bengkulu","Bengkulu","146439"
"Asia","Indonesia","West Java","Karawang","145000"
"Asia","Indonesia","Aceh","Banda Aceh","143409"
"Asia","Indonesia","Sulawesi Tengah","Palu","142800"
"Asia","Indonesia","East Java","Pasuruan","134019"
"Asia","Indonesia","Nusa Tenggara Timur","Kupang","129300"
"Asia","Indonesia","Sumatera Utara","Tebing Tinggi","129300"
"Asia","Indonesia","Sumatera Utara","Percut Sei Tuan","129000"
"Asia","Indonesia","Sumatera Utara","Binjai","127222"
"Asia","Indonesia","West Java","Sukabumi","125766"
"Asia","Indonesia","East Java","Waru","124300"
"Asia","Indonesia","Sumatera Selatan","Pangkal Pinang","124000"
"Asia","Indonesia","Central Java","Magelang","123800"
"Asia","Indonesia","East Java","Blitar","122600"
"Asia","Indonesia","West Java","Serang","122400"
"Asia","Indonesia","East Java","Probolinggo","120770"
"Asia","Indonesia","West Java","Cilegon","117000"
"Asia","Indonesia","West Java","Cianjur","114300"
"Asia","Indonesia","West Java","Ciparay","111500"
"Asia","Indonesia","Aceh","Lhokseumawe","109600"
"Asia","Indonesia","East Java","Taman","107000"
"Asia","Indonesia","Yogyakarta","Depok","106800"
"Asia","Indonesia","West Java","Citeureup","105100"
"Asia","Indonesia","Central Java","Pemalang","103500"
"Asia","Indonesia","Central Java","Klaten","103300"
"Asia","Indonesia","Central Java","Salatiga","103000"
"Asia","Indonesia","West Java","Cibinong","101300"
"Asia","Indonesia","Kalimantan Tengah","Palangka Raya","99693"
"Asia","Indonesia","East Java","Mojokerto","96626"
"Asia","Indonesia","West Java","Purwakarta","95900"
"Asia","Indonesia","West Java","Garut","95800"
"Asia","Indonesia","Central Java","Kudus","95300"
"Asia","Indonesia","Sulawesi Tenggara","Kendari","94800"
"Asia","Indonesia","West Irian","Jaya Pura","94700"
"Asia","Indonesia","Sulawesi Utara","Gorontalo","94058"
"Asia","Indonesia","West Java","Majalaya","93200"
"Asia","Indonesia","West Java","Pondok Aren","92700"
"Asia","Indonesia","East Java","Jombang","92600"
"Asia","Indonesia","Sumatera Utara","Sunggal","92300"
"Asia","Indonesia","Riau","Batam","91871"
"Asia","Indonesia","Sumatera Utara","Padang Sidempuan","91200"
"Asia","Indonesia","West Java","Sawangan","91100"
"Asia","Indonesia","East Java","Banyuwangi","89900"
"Asia","Indonesia","Riau","Tanjung Pinang","89900"
"Asia","India","Maharashtra","Mumbai (Bombay)","10500000"
"Asia","India","Delhi","Delhi","7206704"
"Asia","India","West Bengali","Calcutta [Kolkata]","4399819"
"Asia","India","Tamil Nadu","Chennai (Madras)","3841396"
"Asia","India","Andhra Pradesh","Hyderabad","2964638"
"Asia","India","Gujarat","Ahmedabad","2876710"
"Asia","India","Karnataka","Bangalore","2660088"
"Asia","India","Uttar Pradesh","Kanpur","1874409"
"Asia","India","Maharashtra","Nagpur","1624752"
"Asia","India","Uttar Pradesh","Lucknow","1619115"
"Asia","India","Maharashtra","Pune","1566651"
"Asia","India","Gujarat","Surat","1498817"
"Asia","India","Rajasthan","Jaipur","1458483"
"Asia","India","Madhya Pradesh","Indore","1091674"
"Asia","India","Madhya Pradesh","Bhopal","1062771"
"Asia","India","Punjab","Ludhiana","1042740"
"Asia","India","Gujarat","Vadodara (Baroda)","1031346"
"Asia","India","Maharashtra","Kalyan","1014557"
"Asia","India","Tamil Nadu","Madurai","977856"
"Asia","India","West Bengali","Haora (Howrah)","950435"
"Asia","India","Uttar Pradesh","Varanasi (Benares)","929270"
"Asia","India","Bihar","Patna","917243"
"Asia","India","Jammu and Kashmir","Srinagar","892506"
"Asia","India","Uttar Pradesh","Agra","891790"
"Asia","India","Tamil Nadu","Coimbatore","816321"
"Asia","India","Maharashtra","Thane (Thana)","803389"
"Asia","India","Uttar Pradesh","Allahabad","792858"
"Asia","India","Uttar Pradesh","Meerut","753778"
"Asia","India","Andhra Pradesh","Vishakhapatnam","752037"
"Asia","India","Madhya Pradesh","Jabalpur","741927"
"Asia","India","Punjab","Amritsar","708835"
"Asia","India","Haryana","Faridabad","703592"
"Asia","India","Andhra Pradesh","Vijayawada","701827"
"Asia","India","Madhya Pradesh","Gwalior","690765"
"Asia","India","Rajasthan","Jodhpur","666279"
"Asia","India","Maharashtra","Nashik (Nasik)","656925"
"Asia","India","Karnataka","Hubli-Dharwad","648298"
"Asia","India","Maharashtra","Solapur (Sholapur)","604215"
"Asia","India","Jharkhand","Ranchi","599306"
"Asia","India","Uttar Pradesh","Bareilly","587211"
"Asia","India","Assam","Guwahati (Gauhati)","584342"
"Asia","India","Maharashtra","Shambajinagar (Aurangabad)","573272"
"Asia","India","Kerala","Cochin (Kochi)","564589"
"Asia","India","Gujarat","Rajkot","559407"
"Asia","India","Rajasthan","Kota","537371"
"Asia","India","Kerala","Thiruvananthapuram (Trivandrum","524006"
"Asia","India","Maharashtra","Pimpri-Chinchwad","517083"
"Asia","India","Punjab","Jalandhar (Jullundur)","509510"
"Asia","India","Uttar Pradesh","Gorakhpur","505566"
"Asia","India","Chandigarh","Chandigarh","504094"
"Asia","India","Karnataka","Mysore","480692"
"Asia","India","Uttar Pradesh","Aligarh","480520"
"Asia","India","Andhra Pradesh","Guntur","471051"
"Asia","India","Jharkhand","Jamshedpur","460577"
"Asia","India","Uttar Pradesh","Ghaziabad","454156"
"Asia","India","Andhra Pradesh","Warangal","447657"
"Asia","India","Chhatisgarh","Raipur","438639"
"Asia","India","Uttar Pradesh","Moradabad","429214"
"Asia","India","West Bengali","Durgapur","425836"
"Asia","India","Maharashtra","Amravati","421576"
"Asia","India","Kerala","Calicut (Kozhikode)","419831"
"Asia","India","Rajasthan","Bikaner","416289"
"Asia","India","Orissa","Bhubaneswar","411542"
"Asia","India","Maharashtra","Kolhapur","406370"
"Asia","India","Orissa","Kataka (Cuttack)","403418"
"Asia","India","Rajasthan","Ajmer","402700"
"Asia","India","Gujarat","Bhavnagar","402338"
"Asia","India","Tamil Nadu","Tiruchirapalli","387223"
"Asia","India","Chhatisgarh","Bhilai","386159"
"Asia","India","Maharashtra","Bhiwandi","379070"
"Asia","India","Uttar Pradesh","Saharanpur","374945"
"Asia","India","Maharashtra","Ulhasnagar","369077"
"Asia","India","Tamil Nadu","Salem","366712"
"Asia","India","Madhya Pradesh","Ujjain","362266"
"Asia","India","Maharashtra","Malegaon","342595"
"Asia","India","Gujarat","Jamnagar","341637"
"Asia","India","Jharkhand","Bokaro Steel City","333683"
"Asia","India","Maharashtra","Akola","328034"
"Asia","India","Karnataka","Belgaum","326399"
"Asia","India","Andhra Pradesh","Rajahmundry","324851"
"Asia","India","Andhra Pradesh","Nellore","316606"
"Asia","India","Rajasthan","Udaipur","308571"
"Asia","India","Maharashtra","New Bombay","307297"
"Asia","India","West Bengali","Bhatpara","304952"
"Asia","India","Karnataka","Gulbarga","304099"
"Asia","India","Delhi","New Delhi","301297"
"Asia","India","Uttar Pradesh","Jhansi","300850"
"Asia","India","Bihar","Gaya","291675"
"Asia","India","Andhra Pradesh","Kakinada","279980"
"Asia","India","Maharashtra","Dhule (Dhulia)","278317"
"Asia","India","West Bengali","Panihati","275990"
"Asia","India","Maharashtra","Nanded (Nander)","275083"
"Asia","India","Karnataka","Mangalore","273304"
"Asia","India","Uttaranchal","Dehra Dun","270159"
"Asia","India","West Bengali","Kamarhati","266889"
"Asia","India","Karnataka","Davangere","266082"
"Asia","India","West Bengali","Asansol","262188"
"Asia","India","Bihar","Bhagalpur","253225"
"Asia","India","Karnataka","Bellary","245391"
"Asia","India","West Bengali","Barddhaman (Burdwan)","245079"
"Asia","India","Uttar Pradesh","Rampur","243742"
"Asia","India","Maharashtra","Jalgaon","242193"
"Asia","India","Bihar","Muzaffarpur","241107"
"Asia","India","Andhra Pradesh","Nizamabad","241034"
"Asia","India","Uttar Pradesh","Muzaffarnagar","240609"
"Asia","India","Punjab","Patiala","238368"
"Asia","India","Uttar Pradesh","Shahjahanpur","237713"
"Asia","India","Andhra Pradesh","Kurnool","236800"
"Asia","India","Tamil Nadu","Tiruppur (Tirupper)","235661"
"Asia","India","Haryana","Rohtak","233400"
"Asia","India","West Bengali","South Dum Dum","232811"
"Asia","India","Uttar Pradesh","Mathura","226691"
"Asia","India","Maharashtra","Chandrapur","226105"
"Asia","India","West Bengali","Barahanagar (Baranagar)","224821"
"Asia","India","Bihar","Darbhanga","218391"
"Asia","India","West Bengali","Siliguri (Shiliguri)","216950"
"Asia","India","Orissa","Raurkela","215489"
"Asia","India","Tamil Nadu","Ambattur","215424"
"Asia","India","Haryana","Panipat","215218"
"Asia","India","Uttar Pradesh","Firozabad","215128"
"Asia","India","Maharashtra","Ichalkaranji","214950"
"Asia","India","Jammu and Kashmir","Jammu","214737"
"Asia","India","Andhra Pradesh","Ramagundam","214384"
"Asia","India","Andhra Pradesh","Eluru","212866"
"Asia","India","Orissa","Brahmapur","210418"
"Asia","India","Rajasthan","Alwar","205086"
"Asia","India","Pondicherry","Pondicherry","203065"
"Asia","India","Tamil Nadu","Thanjavur","202013"
"Asia","India","Bihar","Bihar Sharif","201323"
"Asia","India","Tamil Nadu","Tuticorin","199854"
"Asia","India","Manipur","Imphal","198535"
"Asia","India","Maharashtra","Latur","197408"
"Asia","India","Madhya Pradesh","Sagar","195346"
"Asia","India","Uttar Pradesh","Farrukhabad-cum-Fatehgarh","194567"
"Asia","India","Maharashtra","Sangli","193197"
"Asia","India","Maharashtra","Parbhani","190255"
"Asia","India","Tamil Nadu","Nagar Coil","190084"
"Asia","India","Karnataka","Bijapur","186939"
"Asia","India","Andhra Pradesh","Kukatpalle","185378"
"Asia","India","West Bengali","Bally","184474"
"Asia","India","Rajasthan","Bhilwara","183965"
"Asia","India","Madhya Pradesh","Ratlam","183375"
"Asia","India","Tamil Nadu","Avadi","183215"
"Asia","India","Tamil Nadu","Dindigul","182477"
"Asia","India","Maharashtra","Ahmadnagar","181339"
"Asia","India","Chhatisgarh","Bilaspur","179833"
"Asia","India","Karnataka","Shimoga","179258"
"Asia","India","West Bengali","Kharagpur","177989"
"Asia","India","Maharashtra","Mira Bhayandar","175372"
"Asia","India","Tamil Nadu","Vellore","175061"
"Asia","India","Maharashtra","Jalna","174985"
"Asia","India","West Bengali","Burnpur","174933"
"Asia","India","Andhra Pradesh","Anantapur","174924"
"Asia","India","Kerala","Allappuzha (Alleppey)","174666"
"Asia","India","Andhra Pradesh","Tirupati","174369"
"Asia","India","Haryana","Karnal","173751"
"Asia","India","Madhya Pradesh","Burhanpur","172710"
"Asia","India","Haryana","Hisar (Hissar)","172677"
"Asia","India","Tamil Nadu","Tiruvottiyur","172562"
"Asia","India","Uttar Pradesh","Mirzapur-cum-Vindhyachal","169336"
"Asia","India","Andhra Pradesh","Secunderabad","167461"
"Asia","India","Gujarat","Nadiad","167051"
"Asia","India","Madhya Pradesh","Dewas","164364"
"Asia","India","Madhya Pradesh","Murwara (Katni)","163431"
"Asia","India","Rajasthan","Ganganagar","161482"
"Asia","India","Andhra Pradesh","Vizianagaram","160359"
"Asia","India","Tamil Nadu","Erode","159232"
"Asia","India","Andhra Pradesh","Machilipatnam (Masulipatam)","159110"
"Asia","India","Punjab","Bhatinda (Bathinda)","159042"
"Asia","India","Karnataka","Raichur","157551"
"Asia","India","Tripura","Agartala","157358"
"Asia","India","Bihar","Arrah (Ara)","157082"
"Asia","India","Madhya Pradesh","Satna","156630"
"Asia","India","Andhra Pradesh","Lalbahadur Nagar","155500"
"Asia","India","Mizoram","Aizawl","155240"
"Asia","India","West Bengali","Uluberia","155172"
"Asia","India","Bihar","Katihar","154367"
"Asia","India","Tamil Nadu","Cuddalore","153086"
"Asia","India","West Bengali","Hugli-Chinsurah","151806"
"Asia","India","Jharkhand","Dhanbad","151789"
"Asia","India","West Bengali","Raiganj","151045"
"Asia","India","Uttar Pradesh","Sambhal","150869"
"Asia","India","Chhatisgarh","Durg","150645"
"Asia","India","Bihar","Munger (Monghyr)","150112"
"Asia","India","Tamil Nadu","Kanchipuram","150100"
"Asia","India","West Bengali","North Dum Dum","149965"
"Asia","India","Andhra Pradesh","Karimnagar","148583"
"Asia","India","Rajasthan","Bharatpur","148519"
"Asia","India","Rajasthan","Sikar","148272"
"Asia","India","Uttaranchal","Hardwar (Haridwar)","147305"
"Asia","India","West Bengali","Dabgram","147217"
"Asia","India","Madhya Pradesh","Morena","147124"
"Asia","India","Uttar Pradesh","Noida","146514"
"Asia","India","Uttar Pradesh","Hapur","146262"
"Asia","India","Maharashtra","Bhusawal","145143"
"Asia","India","Madhya Pradesh","Khandwa","145133"
"Asia","India","Haryana","Yamuna Nagar","144346"
"Asia","India","Haryana","Sonipat (Sonepat)","143922"
"Asia","India","Andhra Pradesh","Tenali","143726"
"Asia","India","Orissa","Raurkela Civil Township","140408"
"Asia","India","Kerala","Kollam (Quilon)","139852"
"Asia","India","Tamil Nadu","Kumbakonam","139483"
"Asia","India","West Bengali","Ingraj Bazar (English Bazar)","139204"
"Asia","India","Karnataka","Timkur","138903"
"Asia","India","Uttar Pradesh","Amroha","137061"
"Asia","India","West Bengali","Serampore","137028"
"Asia","India","Bihar","Chapra","136877"
"Asia","India","Rajasthan","Pali","136842"
"Asia","India","Uttar Pradesh","Maunath Bhanjan","136697"
"Asia","India","Andhra Pradesh","Adoni","136182"
"Asia","India","Uttar Pradesh","Jaunpur","136062"
"Asia","India","Tamil Nadu","Tirunelveli","135825"
"Asia","India","Uttar Pradesh","Bahraich","135400"
"Asia","India","Karnataka","Gadag Betigeri","134051"
"Asia","India","Andhra Pradesh","Proddatur","133914"
"Asia","India","Andhra Pradesh","Chittoor","133462"
"Asia","India","West Bengali","Barrackpur","133265"
"Asia","India","Gujarat","Bharuch (Broach)","133102"
"Asia","India","West Bengali","Naihati","132701"
"Asia","India","Meghalaya","Shillong","131719"
"Asia","India","Orissa","Sambalpur","131138"
"Asia","India","Gujarat","Junagadh","130484"
"Asia","India","Uttar Pradesh","Rae Bareli","129904"
"Asia","India","Madhya Pradesh","Rewa","128981"
"Asia","India","Haryana","Gurgaon","128608"
"Asia","India","Andhra Pradesh","Khammam","127992"
"Asia","India","Uttar Pradesh","Bulandshahr","127201"
"Asia","India","Gujarat","Navsari","126089"
